obj_id,title,ddb_url,heuristic_class,true_class,notes
JDE5DGEWFLOLCBW3IXQYSA364W4G3NBN,"Die durch wohlbedächtlich aufgesetzte Veranstaltung anzuordnender Leichbegängnuß gegebene Versicherung heilsamer Sterbens-Erinnerung, als ein kräfftiges Trost-Mittel bey verhängtem plötzlichem Todes-Fall wurde, als der ... Herr Johann von Scheidlin, auf Grünenfurt, geweßter Comes Palatinus Caesareus & Imperialis ... Patricius Augustanus ... An. 1742. d. 15. Junii ... in dem 59sten. Jahr seines rühmlich geführten Alters schnell und unvermuthet von Gott aus dieser Zeitlichkeit abgefordert ... wurde ... vorgestellet von M. Phil. Jacob. Crophio ...",https://ddb.de/item/JDE5DGEWFLOLCBW3IXQYSA364W4G3NBN,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
KTEP7QSHZBA6HXKJY66QK4X6IA5UI7GL,Das Magnificat.,https://ddb.de/item/KTEP7QSHZBA6HXKJY66QK4X6IA5UI7GL,OTHER,NATURAL,short title or heading ending with period
XTFD3CJDMBRAKC7BTA7PXZXJYBNMDWI6,Anleitung zur Viola.,https://ddb.de/item/XTFD3CJDMBRAKC7BTA7PXZXJYBNMDWI6,OTHER,NATURAL,short title or heading ending with period
4GGDXHDB3CXZYFWMCAG7WSY3VMAETW5A,Inhalt aller derer in diesem Sechsten Buch begriffenen Capiteln.,https://ddb.de/item/4GGDXHDB3CXZYFWMCAG7WSY3VMAETW5A,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
XTOD6SWS6Q7DH4GAXUDWF25R3GJTN3YK,"Augsburg, b. Stage: Todesgesänge, von Christian Friedr. Daniel Schubart. 2te geringere, zum allgemeinen Besten veranstaltete Ausgabe. Ohne die beyden Register 136 S. 8. Mit dem Bildnisse des Vfs. Ohne Angabe der Jahrzahl.",https://ddb.de/item/XTOD6SWS6Q7DH4GAXUDWF25R3GJTN3YK,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
Y2MT5RIK6TP2JPZ7MM5KRN7V5RMJQWPI,Abhandlung.,https://ddb.de/item/Y2MT5RIK6TP2JPZ7MM5KRN7V5RMJQWPI,OTHER,NOISE,single-word or fragment entry
2BRARJACOTDQK5HWFXC4JCH5OZ2EON4V,X. vom rechten Christlichen Bann.,https://ddb.de/item/2BRARJACOTDQK5HWFXC4JCH5OZ2EON4V,OTHER,NATURAL,short title or heading ending with period
XJO6KKVWIFCXGLLRM7TXVJFISDRM35OS,Dritter Abschnitt. Griechenland wird von den Cimbern bedroht - Verbündet sich mit Mithridates - Des letztern Charakter und Plane ...,https://ddb.de/item/XJO6KKVWIFCXGLLRM7TXVJFISDRM35OS,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
QXA7C6HY2NQEXB5D2ATYGVSNZY6YJI5Y,"8. Der Tower Trinity House 126. #All Hallows, Barking. Tower Subway. Royal Mint 127. #Tower Bridge 128.",https://ddb.de/item/QXA7C6HY2NQEXB5D2ATYGVSNZY6YJI5Y,ORDINAL,ORDINAL,trailing Arabic numeral ordinal
FVB5FHPFR4BAU6W7IIUS6IN7WHAF6LKK,"Das Werckliche Sitten-Bild Eines Storches, Bey Ansehnlicher Beerdigung Des weyland Wohl-Edlen und Großachtbahren Herrn Justi Henningi Storren, Vornehmen Kauff- und Handelsmannes, Im Jahr 1717. den 14ten Mertz-Monat in der Haupt-Kirchen St. Andreæ Alter Stadt Hildesheim / In einer Dancksagungs-Rede An Die Herren Leich-Begleiter Kürtzlich betrachtet Von M. Joh. Christoph. Losio, G. A. Directore.",https://ddb.de/item/FVB5FHPFR4BAU6W7IIUS6IN7WHAF6LKK,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
BQZU6YL63OGELVHGAWJW2WELLIODBUPV,Weissagung. - Heilkräfte der Natur in der Tobsucht.,https://ddb.de/item/BQZU6YL63OGELVHGAWJW2WELLIODBUPV,ISBD_CLOSE,ISBD_CLOSE,contains `. -` area separator
3H63SBEVJAFBTKLFVMZBIZ4UVGQCOWD4,3. Hermann der Seifensieder: oder das große Loos in der Lotterie. Fortsetzung.,https://ddb.de/item/3H63SBEVJAFBTKLFVMZBIZ4UVGQCOWD4,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
O4RB2GKRY4HTRKIVUNM3BV3VWSTXRIYK,Fortsetzung des Constitutions-Streits.,https://ddb.de/item/O4RB2GKRY4HTRKIVUNM3BV3VWSTXRIYK,OTHER,NATURAL,short title or heading ending with period
EZDAHQGQJXH45AMP5ACGARMWHEP24CGH,Das Umsingen.,https://ddb.de/item/EZDAHQGQJXH45AMP5ACGARMWHEP24CGH,OTHER,NATURAL,short title or heading ending with period
EMILBO4VMEX47JU5YTTEA52UBUWME5VU,Vorrede.,https://ddb.de/item/EMILBO4VMEX47JU5YTTEA52UBUWME5VU,OTHER,NOISE,single-word or fragment entry
FSRGC3HE7ZKDT5KMH33J4EBGDPQQLCQA,"In nomine Jesu, Amen. Vorbereitung.",https://ddb.de/item/FSRGC3HE7ZKDT5KMH33J4EBGDPQQLCQA,OTHER,NATURAL,short title or heading ending with period
Y3UL3YP2EQTGR3ZVQBJXSZYJXR34AEJS,Göttingische gelehrte Anzeigen unter der Aufsicht der Königl. Gesellschaft der Wissenschaften. 1. Stück. Den 1. Januar 1842. [-] 103. 104. Stück. Den 30. Junius 1842.,https://ddb.de/item/Y3UL3YP2EQTGR3ZVQBJXSZYJXR34AEJS,ORDINAL,NATURAL,date expression ending with year — not publication area close
ALELOTOIPB6AO2CHQZSNKXUIT2B26CKJ,"Weise, fromm und gesund zu leben, auch ruhig und gottselig zu sterben. 3.verb.Aufl.",https://ddb.de/item/ALELOTOIPB6AO2CHQZSNKXUIT2B26CKJ,ABBREV,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
ENZWKUWQT565IRSTT6IU3U7AQWGZPRQZ,X. Sagen und Märchen.,https://ddb.de/item/ENZWKUWQT565IRSTT6IU3U7AQWGZPRQZ,OTHER,NATURAL,short title or heading ending with period
VJ4KQNKHKVBXSXMHH44NWO2ZBNNMU34Y,"Weißeritz-Zeitung : Tageszeitung und Anzeiger für Dippoldiswalde, Schmiedeberg u. U.",https://ddb.de/item/VJ4KQNKHKVBXSXMHH44NWO2ZBNNMU34Y,SENTENCE,NATURAL,short title or heading ending with period
M3B2XJS2KMHMTXJF6RMHVFFKYIYKH4A4,"Stundenübersicht für Philosophie, Philologie und Geschichte.",https://ddb.de/item/M3B2XJS2KMHMTXJF6RMHVFFKYIYKH4A4,SENTENCE,NATURAL,short title or heading ending with period
Y5PA5ML3KQZB23RH7S7N6V35CGHW5CSX,Erklärung des Textes.,https://ddb.de/item/Y5PA5ML3KQZB23RH7S7N6V35CGHW5CSX,OTHER,NATURAL,short title or heading ending with period
RRTJ7FBAQASCGV3JB4XEA2OEG6HG6JM6,Abend-Zeitung : auf das Jahr ...,https://ddb.de/item/RRTJ7FBAQASCGV3JB4XEA2OEG6HG6JM6,OTHER,NATURAL,short title or heading ending with period
AS7HCESLTDVRYNV3M7DFNIGPRILNXSWE,"Achter Tag, den 5ten September.",https://ddb.de/item/AS7HCESLTDVRYNV3M7DFNIGPRILNXSWE,OTHER,NATURAL,short title or heading ending with period
YSDOJFWS4KIT73M36DBSVBKNSSFFSN6D,82. Anckelmann (Friedrich Albert).,https://ddb.de/item/YSDOJFWS4KIT73M36DBSVBKNSSFFSN6D,OTHER,NATURAL,short title or heading ending with period
67ZUYN3Z2CMHQQ566VJXEJI66BMBOZ6Q,"Neues Elementarwerk für die niedern Klassen lateinischer Schulen und Gymnasien :Nach einem zusammenhängenden und auf die Lesung klassischer Autoren in den obern Klassen, wie auch auf die übrigen Vorerkenntnisse künftiger Studirenden gründlich vorbereitenden Plane. 3., Mathem. Le[h]rbuch f. d. 8. Kl. od. d. ...",https://ddb.de/item/67ZUYN3Z2CMHQQ566VJXEJI66BMBOZ6Q,SENTENCE,NATURAL,short title or heading ending with period
OUDWMNZNQU22FKNKQEV5WJSDA64Z3A7H,"Erste Ausgabe vom Donnerstag, den 28. Januar 1915.",https://ddb.de/item/OUDWMNZNQU22FKNKQEV5WJSDA64Z3A7H,ORDINAL,NATURAL,date expression ending with year — not publication area close
SXKIAB5BSSUCBDEIOUUAAEIDE23QZHKO,Predigt am XXI. Sonntage nach Trinitatis. - Predigt am XXVII. Sonntage nach Trinitatis.,https://ddb.de/item/SXKIAB5BSSUCBDEIOUUAAEIDE23QZHKO,ISBD_CLOSE,ISBD_CLOSE,contains `. -` area separator
4VV5F3QTJWRSBPP4MAVWVS52ESWN25T6,Vorrede an die gantze Christliche und Gottliebende Gemein zu Bayreuth.,https://ddb.de/item/4VV5F3QTJWRSBPP4MAVWVS52ESWN25T6,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
26XI7D5U3YA2KO65BQL7EEBU6GTGT4UJ,Wollheim wird seinen Grundsätzen abtrünnig.,https://ddb.de/item/26XI7D5U3YA2KO65BQL7EEBU6GTGT4UJ,OTHER,NATURAL,short title or heading ending with period
B5HLP4X5K7BEARRNM5XCDLHFSDFTFQKP,Sechszehnter Jahrgang. No. 3.,https://ddb.de/item/B5HLP4X5K7BEARRNM5XCDLHFSDFTFQKP,ORDINAL,ORDINAL,trailing Arabic numeral ordinal
VGWL6M5FQJ4Z5YLDSCKE4Z2IXHG6UT3P,Rundschau.,https://ddb.de/item/VGWL6M5FQJ4Z5YLDSCKE4Z2IXHG6UT3P,OTHER,NOISE,single-word or fragment entry
2Y53QX5EVV7HUK334BSABDTYVOE7TYE3,"5. Substitutionen, die auf homogene Differentialgleichungen führen.",https://ddb.de/item/2Y53QX5EVV7HUK334BSABDTYVOE7TYE3,SENTENCE,NATURAL,short title or heading ending with period
OYCZASO5U4OYL55WWXXPW52GCZDY6EPZ,"Zweite Ausgabe vom Sonntag, den 18. Juli 1920.",https://ddb.de/item/OYCZASO5U4OYL55WWXXPW52GCZDY6EPZ,ORDINAL,NATURAL,date expression ending with year — not publication area close
WLU33F5WARORSNTYCY4OIBMR5FGESGYY,"August Ludwig Schlözer's ... Briefwechsel meist historischen und politischen Inhalts. 7, Heft XXXVII - XLII, 1780. b.",https://ddb.de/item/WLU33F5WARORSNTYCY4OIBMR5FGESGYY,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
XZOJK7FORMJASFWT2TXZ4AAGI5L5LXRH,Vier italienische Sturmangriffe abgeschlagen.,https://ddb.de/item/XZOJK7FORMJASFWT2TXZ4AAGI5L5LXRH,OTHER,NATURAL,short title or heading ending with period
2WAWINGYRCP4TDRP4HX3ZGTDQZHFWNAF,"Bemerkungen in Beziehung auf die Recension meines Abrisses einer Geschichte der Leipz. Universität im Laufe des 18ten Jahrhunderts, in der Allgem. Deutsch. Biblioth. LXXIX. Bd. S. 462-69.",https://ddb.de/item/2WAWINGYRCP4TDRP4HX3ZGTDQZHFWNAF,ORDINAL,ORDINAL,trailing Arabic numeral ordinal
W4LIXSVMLILNSUNVZ6N32LWIZ2GDMYCB,Zwey und zwanzigstes Geschlecht. Der Igel.,https://ddb.de/item/W4LIXSVMLILNSUNVZ6N32LWIZ2GDMYCB,SENTENCE,NATURAL,short title or heading ending with period
KNY4PVPURMCG6HEILJE2BGDGMVJ5C3BM,"Die Metastabilität der Metalle als Folge von Allotropie und ihre Bedeutung für Chemie, Physik und Technik. I.",https://ddb.de/item/KNY4PVPURMCG6HEILJE2BGDGMVJ5C3BM,SENTENCE,ORDINAL,trailing Roman numeral ordinal
E72QSBULWSURGZFPFLVVFHZNZAJHSZEI,Höhenbestimmungen in Deutsch-Ostafrika vpn Hauptmann L. Fromm.,https://ddb.de/item/E72QSBULWSURGZFPFLVVFHZNZAJHSZEI,SENTENCE,NATURAL,short title or heading ending with period
MKYDPNIDED2ZF2C3MUV45XHD4IGGAH4Q,Auserlesener und Denk-würdiger Geschichten/ Sachen und Reden/ samt deren nützlichen Erläuterungen und Zueignungen. Erstes Buch.,https://ddb.de/item/MKYDPNIDED2ZF2C3MUV45XHD4IGGAH4Q,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
3GNMYX2LK4MVWF6G32REA7QRJFLTCF6C,"Ordnung der Artisten facultät zu Tüwingen Anno 1557 [Auszug aus den Universitätsstatuten, Ausfertigung: UAT U 18].",https://ddb.de/item/3GNMYX2LK4MVWF6G32REA7QRJFLTCF6C,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
OTQPL6NNHH3EQFTFB4F32KVMRUKPJPKX,"H1r-J1r, Wann aber ein Reichs-Stand von der Macht ...",https://ddb.de/item/OTQPL6NNHH3EQFTFB4F32KVMRUKPJPKX,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
HKA3YZZCRT7FSOILU4EVP7ZMFGFBQ5L7,II. Völker im Mittellande.,https://ddb.de/item/HKA3YZZCRT7FSOILU4EVP7ZMFGFBQ5L7,OTHER,NATURAL,short title or heading ending with period
COGQNB6NCFYVCJDWJYVE3MY3KOUEGQ7J,"325-334, 51. Die Sonne verfinstert sich. - 52. Jesus stirbt.",https://ddb.de/item/COGQNB6NCFYVCJDWJYVE3MY3KOUEGQ7J,ISBD_CLOSE,ISBD_CLOSE,contains `. -` area separator
35DVC76X4ZA7TUMHWMJHJVNWTDSTSYNO,"Sturz der Triumvire in Frankreich, oder der Direktoren Merlin, Lareveillere-Lepaur, und Treilhard.",https://ddb.de/item/35DVC76X4ZA7TUMHWMJHJVNWTDSTSYNO,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
IXJVD3QLV5JRG2XB3U5VTLSIKYMBMKEP,§ 5. Anwendungen des Rechenschiebers.,https://ddb.de/item/IXJVD3QLV5JRG2XB3U5VTLSIKYMBMKEP,OTHER,NOISE,single-word or fragment entry
HGB3CCOPYDJRLOVGBDGQTVOO5UPRNKR3,Drittes Hauptstück. Vom Gebet des Herrn oder vom heiligen Vater-Unser.,https://ddb.de/item/HGB3CCOPYDJRLOVGBDGQTVOO5UPRNKR3,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
ZWMARRDHFSDK3XA7FORV5PNAS37PTQDL,"Copey und Abdruck der Andern Freyheit Des ... Augusti, Herzogen zu Sachssen ... Den Erfindern der Holtzersparungs Kunst, Jeremias Neunern von Straßburg, unnd seinen Mitverwandten :Gegeben auff dem Schloß Annaburgk, den 11. Tag des Monats Novembris Anno 1.5.74.",https://ddb.de/item/ZWMARRDHFSDK3XA7FORV5PNAS37PTQDL,ORDINAL,ORDINAL,trailing Arabic numeral ordinal
PIICQLE3WKMKDO2SXXWNSB7AWNMKVZSP,"Erster Theil, Von Geheimnissen der Natur / und absonderlich des Menschen.",https://ddb.de/item/PIICQLE3WKMKDO2SXXWNSB7AWNMKVZSP,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
67LMAJWGY5XEQPLZPTYRSCEYGWLDCZ2A,"Ausgabe vom Samstag, den 25. April 1874.",https://ddb.de/item/67LMAJWGY5XEQPLZPTYRSCEYGWLDCZ2A,ORDINAL,NATURAL,date expression ending with year — not publication area close
VM65FMABOMCNVGVEER5EH7G3VFB6XLD2,"Ausgabe vom Sonntag, den 27. Oktober 1901.",https://ddb.de/item/VM65FMABOMCNVGVEER5EH7G3VFB6XLD2,ORDINAL,NATURAL,date expression ending with year — not publication area close
YXX7A4B6KRP2TEYAITEMCUS4ZJ2FPHET,Ein ander Geistlich Lied/ Jnn der Melodey/ Wo Gott der Herr nit bey vns helt/ [et]c.,https://ddb.de/item/YXX7A4B6KRP2TEYAITEMCUS4ZJ2FPHET,SENTENCE,ORDINAL,trailing Roman numeral ordinal
C3HBVA6J4RL3W5NR5OO6AYJDYWG7A3M3,"Cupido, Als einen Glücks-Töpffer Auf der Leipziger Messe, Wolte Da die ... Herrschaft zur Oelß, Das Steinerisch- und Fleischlinische Hochzeit-Festin, Auf dem Hoch-Fürstl. Schlosse in Dero Residentz-Stadt Oelße, den 6. Octobris Anno 1716. Gnädigst erlaubten, Bey vergnügter Vollziehung vorstellen Beyder Verlobten Ergebener, D. K. F. W. O. H. F.",https://ddb.de/item/C3HBVA6J4RL3W5NR5OO6AYJDYWG7A3M3,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
HQF2GGVH25ZWCFTG2YIDRGHWXIDIGBS6,Lebenslauf.,https://ddb.de/item/HQF2GGVH25ZWCFTG2YIDRGHWXIDIGBS6,OTHER,NOISE,single-word or fragment entry
BJJ5HBOUIVO7R3ZEKUIJ4SRWOFWPQNVY,Der siebende Theil: Von der Rechtschreibung der teutschen Sprache.,https://ddb.de/item/BJJ5HBOUIVO7R3ZEKUIJ4SRWOFWPQNVY,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
WPT6SXJUVDR7N7WJ75LVGSLTZPOUSJRI,"Weißeritz-Zeitung : Tageszeitung und Anzeiger für Dippoldiswalde, Schmiedeberg u. U.",https://ddb.de/item/WPT6SXJUVDR7N7WJ75LVGSLTZPOUSJRI,SENTENCE,NATURAL,short title or heading ending with period
D376OAR2TKXKY6IZHUIVJVFHEAWUL6A3,Die schwere Rechenschaft wegen unnützer Worte.,https://ddb.de/item/D376OAR2TKXKY6IZHUIVJVFHEAWUL6A3,SENTENCE,NATURAL,short title or heading ending with period
VRIW4HPWZPQH6H3DSEK6SNYEPGLVXMXQ,Enthüllungen an das deutsche Volk über das Fürsten-Parlament in Frankfurt a/M.,https://ddb.de/item/VRIW4HPWZPQH6H3DSEK6SNYEPGLVXMXQ,SENTENCE,ORDINAL,trailing Roman numeral ordinal
AA2PYB2SQZI5ON4XSSZ56S6HRZV6BFU3,II. Privat- und Haus-Gebete.,https://ddb.de/item/AA2PYB2SQZI5ON4XSSZ56S6HRZV6BFU3,OTHER,NATURAL,short title or heading ending with period
5KGINUT7NFQNF7FTYXZ3SNVQUYHULZ52,Schöner Nachruhm welchen ... erlanget ... Catharina Elisabeth Löserin geb. Langin ...,https://ddb.de/item/5KGINUT7NFQNF7FTYXZ3SNVQUYHULZ52,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
CFP2ANK7YPHPBLJDYUULUF2ME5MNNWM7,"Zweite Ausgabe vom Donnerstag, den 28. August 1930.",https://ddb.de/item/CFP2ANK7YPHPBLJDYUULUF2ME5MNNWM7,ORDINAL,NATURAL,date expression ending with year — not publication area close
SYA76QGQU2D4AFDCX6DFG3TQ7FQV7JRM,Erziehung zur Freude als sittlicher Grundhaltung.,https://ddb.de/item/SYA76QGQU2D4AFDCX6DFG3TQ7FQV7JRM,SENTENCE,NATURAL,short title or heading ending with period
KPYFCANVSACZFJX5EV7VQWAIGHWL4XKZ,§ 1. Einleitende Sätze.,https://ddb.de/item/KPYFCANVSACZFJX5EV7VQWAIGHWL4XKZ,OTHER,NOISE,single-word or fragment entry
7Z4N6UFAIMU7NTCI6KLTCAEJK6RVG6ZF,42tes Stück. Den 26ten Mai.,https://ddb.de/item/7Z4N6UFAIMU7NTCI6KLTCAEJK6RVG6ZF,ABBREV,ABBREV,trailing abbreviation token: mai.
65FXK2TVRMUFS7V7OJ7UX2FXVOAA5S4A,"Oesterreichisches Deo Gratias, Das ist: Eine außführliche Beschreibung eines Hochfeyerlichen Danck-Fests, Welches Zu Ehren der Allerheiligsten Dreyfaltigkeit wegen gnädiger Abwendung der über uns verhängten schweren Straff der Pest in der Käyserlichen Haupt und Residentz-Stadt Wienn, den 17. Junii A. 1680. durch die Löbl. N.O. Herren Land-Ständ höchstaufferbaulich angestellet worden :Samt einer kurtzen Predigt, so vor einer Volckreichen Versamblung in Mitte der Stadt bey der Säulen der Allerheiligsten Dreyfaltigkeit vorgetragen. Durch P. Abraham Augustiner Baarfüsser und Käyserlichen Prediger; Erstlich gedruckt zu Wien[n] in Oesterreich, Bey Peter Paul Vivian/ der Löbl. Universität Buchdrucker, Im Jahr 1680.",https://ddb.de/item/65FXK2TVRMUFS7V7OJ7UX2FXVOAA5S4A,ORDINAL,ISBD_CLOSE,trailing period after year with ISBD title-area markers
Z6FLENLONUAP6KCFRP3OJYT5TMDCAWRO,193. Königin Luise und der General von Köckeritz.,https://ddb.de/item/Z6FLENLONUAP6KCFRP3OJYT5TMDCAWRO,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
DUTASYPUEH5VMMKIYWX5YV3EFVC7ISYD,"Nr. 5. Berlin, 27. Januar 1911. 12. Jahrgang.",https://ddb.de/item/DUTASYPUEH5VMMKIYWX5YV3EFVC7ISYD,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
47OIR57SGAWEGQOPR7ECRZUCIPANCZKU,"Zweite Ausgabe vom Freitag, den 30. März 1928.",https://ddb.de/item/47OIR57SGAWEGQOPR7ECRZUCIPANCZKU,ORDINAL,NATURAL,date expression ending with year — not publication area close
IYYY4J2XJKTNJNWD2LLXNG6TO32ZTZUE,145-147 Reisebilder aus England : II.,https://ddb.de/item/IYYY4J2XJKTNJNWD2LLXNG6TO32ZTZUE,SENTENCE,ORDINAL,trailing Roman numeral ordinal
LCTTRSVRXEXY6FHJWBGZOV46WEUCITSY,"Julius Traugott Jacob von Könneritz, Königl. sächs. Staatsminister a. D.",https://ddb.de/item/LCTTRSVRXEXY6FHJWBGZOV46WEUCITSY,SENTENCE,ORDINAL,trailing Roman numeral ordinal
KOZNUNGV55BFSHYU56QZ5YOC4IUHFAFS,Teutsch Register über die Kräuter und Gewächs/ so in dem Frühling blühen.,https://ddb.de/item/KOZNUNGV55BFSHYU56QZ5YOC4IUHFAFS,SENTENCE,NATURAL,"long prose string (≥8 tokens, no ISBD markers)"
CYJCHRGICPQMPG5IPSU5AGQ6FML2UVWD,Ein italienisches Luftschiff heruntergeschossen. - Versenkung eines italienischen Unterseebootes.,https://ddb.de/item/CYJCHRGICPQMPG5IPSU5AGQ6FML2UVWD,ISBD_CLOSE,ISBD_CLOSE,contains `. -` area separator
