era,dc_type,count,era_total,pct
1700-1800,Einblattdruck|Libretto,2,155611,0.0
1700-1800,Einblattdruck|Lied,2,155611,0.0
1700-1800,Einblattdruck|Mitgliederverzeichnis|Gelegenheitsschrift:Neujahr,2,155611,0.0
1700-1800,Einblattdruck|Streitschrift:jur.,2,155611,0.0
1700-1800,Einblattdruck|Streitschrift:polit.,2,155611,0.0
1700-1800,Einblattdruck|Tabelle|Geldwesen,2,155611,0.0
1700-1800,Einblattdruck|Verordnung|Gelegenheitsschrift:Tod,2,155611,0.0
1700-1800,Einblattdruck|Verordnung|Tabelle,2,155611,0.0
1700-1800,Einführung|Anleitung,2,155611,0.0
1700-1800,Einführung|Schulbuch,2,155611,0.0
1700-1800,Epikedeion|Gelegenheitsschrift:Tod|Lied,2,155611,0.0
1700-1800,Epikedeion|Gelegenheitsschrift:Tod|Lyrik,2,155611,0.0
1700-1800,Epikedeion|Leichenpredigt|Rede,2,155611,0.0
1700-1800,Epik|Anthologie,2,155611,0.0
1700-1800,Epik|Biographie,2,155611,0.0
1700-1800,Epik|Erbauungsliteratur,2,155611,0.0
1700-1800,Epik|Sage,2,155611,0.0
1700-1800,Erbauungsliteratur|Erlebnisbericht,2,155611,0.0
1700-1800,Erbauungsliteratur|Gesangbuch|Gebetbuch,2,155611,0.0
1700-1800,Erbauungsliteratur|Kolportageliteratur,2,155611,0.0
1700-1800,Erbauungsliteratur|Kommentar: theol.,2,155611,0.0
1700-1800,Erbauungsliteratur|Lied,2,155611,0.0
1700-1800,Erbauungsliteratur|Ordensliteratur:Augustiner,2,155611,0.0
1700-1800,Erbauungsliteratur|Ordensliteratur:Augustiner-Barfüßer,2,155611,0.0
1700-1800,Erbauungsliteratur|Ordensliteratur:Benediktiner,2,155611,0.0
1700-1800,Erbauungsliteratur|Ordensliteratur:Franziskaner,2,155611,0.0
1700-1800,Erlebnisbericht|Reisebericht,2,155611,0.0
1700-1800,Erotische Literatur|Satire,2,155611,0.0
1700-1800,Erzählung|Autobiographie,2,155611,0.0
1700-1800,Erzählung|Epik,2,155611,0.0
1700-1800,Erzählung|Erbauungsliteratur|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Erzählung|Erotische Literatur,2,155611,0.0
1700-1800,Erzählung|Frauenliteratur,2,155611,0.0
1700-1800,Erzählung|Frauenliteratur|Erbauungsliteratur,2,155611,0.0
1700-1800,Erzählung|Lyrik,2,155611,0.0
1700-1800,Erzählung|Novelle|Anzeige|Bücheranzeige,2,155611,0.0
1700-1800,Erzählung|Roman|Anzeige|Bücheranzeige,2,155611,0.0
1700-1800,Erzählung|Roman|Satire,2,155611,0.0
1700-1800,Erzählung|Sage,2,155611,0.0
1700-1800,Fabel|Lyrik,2,155611,0.0
1700-1800,Fabel|Satire,2,155611,0.0
1700-1800,Festbeschreibung|Lyrik,2,155611,0.0
1700-1800,Festungsbau|Kriegskunde,2,155611,0.0
1700-1800,Flugschrift|Bericht,2,155611,0.0
1700-1800,Flugschrift|Gelegenheitsschrift,2,155611,0.0
1700-1800,Flugschrift|Kolportageliteratur|Physik,2,155611,0.0
1700-1800,Flugschrift|Predigt,2,155611,0.0
1700-1800,Flugschrift|Streitschrift:polit.|Kriegskunde,2,155611,0.0
1700-1800,Flugschrift|Volksschrifttum,2,155611,0.0
1700-1800,Frauenliteratur|Flugschrift,2,155611,0.0
1700-1800,Freimaurerliteratur|Briefsammlung,2,155611,0.0
1700-1800,Freimaurerliteratur|Lyrik,2,155611,0.0
1700-1800,Freimaurerliteratur|Streitschrift:theol.,2,155611,0.0
1700-1800,Gebetbuch|Agende,2,155611,0.0
1700-1800,Gebetbuch|Frauenliteratur,2,155611,0.0
1700-1800,Gebetbuch|Gesangbuch|Erbauungsliteratur,2,155611,0.0
1700-1800,Gebetbuch|Katechismus,2,155611,0.0
1700-1800,Gebetbuch|Kirchenlied,2,155611,0.0
1700-1800,Gebetbuch|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Gebetbuch|Ordensliteratur:Kapuziner,2,155611,0.0
1700-1800,Gebet|Gelegenheitsschrift:Tod,2,155611,0.0
1700-1800,Geldwesen|Edikt|Einblattdruck,2,155611,0.0
1700-1800,Geldwesen|Einblattdruck,2,155611,0.0
1700-1800,Geldwesen|Gelegenheitsschrift:Einladung|Schulprogramm,2,155611,0.0
1700-1800,Geldwesen|Streitschrift:polit.,2,155611,0.0
1700-1800,Geldwesen|Traktat,2,155611,0.0
1700-1800,Gelegenheitsschrift:Abschied|Schulprogramm,2,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Gelegenheitsschrift:Fest|Lyrik,2,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Genealogie,2,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Gesellschaftsschrift,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Fest|Gelegenheitsschrift:Jubiläum,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Krönung,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Rede,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Schulprogramm|Mathematik,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Schulprogramm|Rede,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Traktat,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einweihung|Gebet,2,155611,0.0
1700-1800,Gelegenheitsschrift:Einweihung|Lied,2,155611,0.0
1700-1800,Gelegenheitsschrift:Friedensschluß|Briefsammlung,2,155611,0.0
1700-1800,Gelegenheitsschrift:Friedensschluß|Predigt,2,155611,0.0
1700-1800,Gelegenheitsschrift:Geburtstag|Kirchenlied,2,155611,0.0
1700-1800,Gelegenheitsschrift:Geburtstag|Lyrik|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift:Geburtstag|Lyrik|Libretto,2,155611,0.0
1700-1800,Gelegenheitsschrift:Geburtstag|Predigt,2,155611,0.0
1700-1800,Gelegenheitsschrift:Geburtstag|Schulprogramm,2,155611,0.0
1700-1800,Gelegenheitsschrift:Geburt|Gebet|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift:Gedenken|Amtsdruckschrift|Verordnung,2,155611,0.0
1700-1800,Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Tod|Epikedeion,2,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Gelegenheitsschrift:Begrüßung|Lied,2,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Libretto|Lyrik,2,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Predigt,2,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Einblattdruck|Schulprogramm,2,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Gelegenheitsschrift:Hochzeit|Libretto,2,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Katechismus,2,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Lied,2,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Schulprogramm,2,155611,0.0
1700-1800,Gelegenheitsschrift:Konversion|Streitschrift:theol.,2,155611,0.0
1700-1800,Gelegenheitsschrift:Krönung|Predigt,2,155611,0.0
1700-1800,Gelegenheitsschrift:Krönung|Rede,2,155611,0.0
1700-1800,Gelegenheitsschrift:Neujahr|Lyrik|Mitgliederverzeichnis,2,155611,0.0
1700-1800,Gelegenheitsschrift:Sieg|Kriegskunde,2,155611,0.0
1700-1800,Gelegenheitsschrift:Sieg|Liedersammlung,2,155611,0.0
1700-1800,Gelegenheitsschrift:Sieg|Liedersammlung|Lyrik,2,155611,0.0
1700-1800,Gelegenheitsschrift:Sieg|Lied|Judaicum,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Epikedeion|Rede,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Gebet|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Gelegenheitsschrift:Amtsantritt,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Gelegenheitsschrift:Amtsantritt|Lyrik,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Kirchenlied,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Leichenpredigt|Biographie,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Leichenpredigt|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Leichenpredigt|Rede,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Lyrik|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Lyrik|Gesellschaftsschrift,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Rede|Biographie,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Rede|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Schulprogramm|Lyrik,2,155611,0.0
1700-1800,Gelegenheitsschrift:Visitation|Gelegenheitsschrift:Begrüßung,2,155611,0.0
1700-1800,Gelegenheitsschrift|Brief,2,155611,0.0
1700-1800,Gelegenheitsschrift|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift|Gesellschaftsschrift,2,155611,0.0
1700-1800,Gelegenheitsschrift|Kirchenlied,2,155611,0.0
1700-1800,Gelegenheitsschrift|Lyrik|Einblattdruck,2,155611,0.0
1700-1800,Gelegenheitsschrift|Lyrik|Freimaurerliteratur,2,155611,0.0
1700-1800,Gelegenheitsschrift|Schulprogramm,2,155611,0.0
1700-1800,Gelegenheitsschrift|Streitschrift,2,155611,0.0
1700-1800,Genealogie|Tabelle,2,155611,0.0
1700-1800,Genealogie|Topographie,2,155611,0.0
1700-1800,Geographie|Einführung,2,155611,0.0
1700-1800,Geographie|Genealogie,2,155611,0.0
1700-1800,Geographie|Karte,2,155611,0.0
1700-1800,Geographie|Schulprogramm,2,155611,0.0
1700-1800,Geographie|Tabelle,2,155611,0.0
1700-1800,Gesangbuch|Gebetbuch|Erbauungsliteratur,2,155611,0.0
1700-1800,Gesangbuch|Gebetbuch|Katechismus,2,155611,0.0
1700-1800,Gesellschaftsschrift|Chronik,2,155611,0.0
1700-1800,Gesellschaftsschrift|Schulbuch,2,155611,0.0
1700-1800,Gesetzessammlung|Lexikon,2,155611,0.0
1700-1800,Grammatik|Einführung,2,155611,0.0
1700-1800,Gynäkologie|Arzneibuch,2,155611,0.0
1700-1800,Gynäkologie|Frauenliteratur,2,155611,0.0
1700-1800,Gynäkologie|Gesellschaftsschrift,2,155611,0.0
1700-1800,Gynäkologie|Medizin,2,155611,0.0
1700-1800,Gynäkologie|Verordnung,2,155611,0.0
1700-1800,Handbuch|Altertumskunde,2,155611,0.0
1700-1800,Handbuch|Bibliographie,2,155611,0.0
1700-1800,Handbuch|Bücheranzeige,2,155611,0.0
1700-1800,Handbuch|Erbauungsliteratur,2,155611,0.0
1700-1800,Handbuch|Kriegskunde,2,155611,0.0
1700-1800,Handbuch|Schulbuch,2,155611,0.0
1700-1800,Heiligenvita|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Hochschulschrift|Bericht,2,155611,0.0
1700-1800,Hochschulschrift|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Tod,2,155611,0.0
1700-1800,Hochschulschrift|Gelegenheitsschrift:Fest|Gelegenheitsschrift:Geburtstag|Rede,2,155611,0.0
1700-1800,Jugendbuch|Bücheranzeige,2,155611,0.0
1700-1800,Jugendbuch|Drama,2,155611,0.0
1700-1800,Jugendbuch|Erzählung,2,155611,0.0
1700-1800,Jugendsachbuch|Schulbuch|Tierbuch|Pflanzenbuch,2,155611,0.0
1700-1800,Kalender|Praktik,2,155611,0.0
1700-1800,Kalender|Tabelle,2,155611,0.0
1700-1800,Kapitulation,2,155611,0.0
1700-1800,Katalog|Gesellschaftsschrift,2,155611,0.0
1700-1800,Katechismus|Erbauungsliteratur|Kommentar: theol.,2,155611,0.0
1700-1800,Katechismus|Gebetbuch,2,155611,0.0
1700-1800,Katechismus|Jugendbuch,2,155611,0.0
1700-1800,Katechismus|Jugendsachbuch,2,155611,0.0
1700-1800,Kinderbuch,2,155611,0.0
1700-1800,Kirchenlied|Gelegenheitsschrift:Namenstag|Gelegenheitsschrift:Gedenken,2,155611,0.0
1700-1800,Kirchenlied|Kommentar,2,155611,0.0
1700-1800,Kirchenlied|Lyrik,2,155611,0.0
1700-1800,Kochbuch|Anleitung,2,155611,0.0
1700-1800,Kochbuch|Bücheranzeige,2,155611,0.0
1700-1800,Kolportageliteratur|Kriegskunde,2,155611,0.0
1700-1800,Kolportageliteratur|Lied,2,155611,0.0
1700-1800,Kommentar: hist.|Biographie,2,155611,0.0
1700-1800,Kommentar: jur.|Bücheranzeige,2,155611,0.0
1700-1800,Kommentar: jur.|Streitschrift:jur.,2,155611,0.0
1700-1800,Kommentar: lit.|Altertumskunde,2,155611,0.0
1700-1800,Kommentar: lit.|Kommentar: hist.,2,155611,0.0
1700-1800,Kommentar: lit.|Kommentar:|lit.,2,155611,0.0
1700-1800,Kommentar: theol.|Bibel,2,155611,0.0
1700-1800,Kommentar: theol.|Gesellschaftsschrift,2,155611,0.0
1700-1800,Kommentar: theol.|Traktat,2,155611,0.0
1700-1800,Kommentar:|jur.,2,155611,0.0
1700-1800,Kommentar|Rezension,2,155611,0.0
1700-1800,Komödie|Schauspiel,2,155611,0.0
1700-1800,Kriegskunde|Brief,2,155611,0.0
1700-1800,Kriegskunde|Einführung,2,155611,0.0
1700-1800,Kriegskunde|Festungsbau,2,155611,0.0
1700-1800,Kriegskunde|Gesetzessammlung,2,155611,0.0
1700-1800,Kriegskunde|Handbuch,2,155611,0.0
1700-1800,Landwirtschaft|Einführung,2,155611,0.0
1700-1800,Landwirtschaft|Streitschrift,2,155611,0.0
1700-1800,Landwirtschaft|Tabelle,2,155611,0.0
1700-1800,Landwirtschaft|Tiermedizin,2,155611,0.0
1700-1800,Legende|Ordensliteratur:Dominikaner,2,155611,0.0
1700-1800,Lehrbuch,2,155611,0.0
1700-1800,Leichenpredigtsammlung|Gelegenheitsschrift:Tod,2,155611,0.0
1700-1800,Leichenpredigt|Epikedeion|Biographie,2,155611,0.0
1700-1800,Leichenpredigt|Epikedeion|Rede,2,155611,0.0
1700-1800,Leichenpredigt|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Lesebuch|Wörterbuch,2,155611,0.0
1700-1800,Libretto|Festbeschreibung,2,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Begrüßung,2,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Namenstag|Gelegenheitsschrift:Sieg,2,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Visitation,2,155611,0.0
1700-1800,Libretto|Schauspiel,2,155611,0.0
1700-1800,Libretto|Schauspiel|Gelegenheitsschrift:Krönung,2,155611,0.0
1700-1800,Libretto|Schäferdichtung|Gelegenheitsschrift:Geburtstag,2,155611,0.0
1700-1800,Liederbuch,2,155611,0.0
1700-1800,Liedersammlung|Flugschrift|Volksschrifttum,2,155611,0.0
1700-1800,Liedersammlung|Freimaurerliteratur,2,155611,0.0
1700-1800,Liedersammlung|Kolportageliteratur,2,155611,0.0
1700-1800,Lied|Gelegenheitsschrift:Fest,2,155611,0.0
1700-1800,Lied|Streitschrift:theol.,2,155611,0.0
1700-1800,Lyrik|Drama|Schauspiel,2,155611,0.0
1700-1800,Lyrik|Epigramm,2,155611,0.0
1700-1800,Lyrik|Erlebnisbericht,2,155611,0.0
1700-1800,Lyrik|Erotische Literatur,2,155611,0.0
1700-1800,Lyrik|Erzählung,2,155611,0.0
1700-1800,Lyrik|Flugschrift,2,155611,0.0
1700-1800,Lyrik|Flugschrift|Lied,2,155611,0.0
1700-1800,Lyrik|Freimaurerliteratur,2,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Fest,2,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Friedensschluß,2,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Gedenken,2,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Namenstag,2,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Tod|Epikedeion,2,155611,0.0
1700-1800,Lyrik|Jugendbuch,2,155611,0.0
1700-1800,Lyrik|Kolportageliteratur,2,155611,0.0
1700-1800,Lyrik|Libretto,2,155611,0.0
1700-1800,Lyrik|Musiknoten,2,155611,0.0
1700-1800,Lyrik|Satire|Flugschrift,2,155611,0.0
1700-1800,Lyrik|Schulprogramm,2,155611,0.0
1700-1800,Lyrik|Streitschrift:theol.,2,155611,0.0
1700-1800,Lyrik|Subskribentenliste|Bücheranzeige,2,155611,0.0
1700-1800,Lyrik|Traktat,2,155611,0.0
1700-1800,Mathematik|Einführung,2,155611,0.0
1700-1800,Mathematik|Handbuch,2,155611,0.0
1700-1800,Mathematik|Schulbuch|Bibliographie,2,155611,0.0
1700-1800,Mechanik|Bücheranzeige,2,155611,0.0
1700-1800,Mechanik|Landwirtschaft,2,155611,0.0
1700-1800,Medizin|Alchemie,2,155611,0.0
1700-1800,Medizin|Anatomie|Arzneibuch,2,155611,0.0
1700-1800,Medizin|Frauenliteratur,2,155611,0.0
1700-1800,Medizin|Ratgeber|Einblattdruck,2,155611,0.0
1700-1800,Medizin|Verordnung,2,155611,0.0
1700-1800,Medizin|Vorlesung,2,155611,0.0
1700-1800,Mehrbändiges Werk,2,155611,0.0
1700-1800,Mineralogie|Anleitung|Alchemie|Chemie,2,155611,0.0
1700-1800,Mineralogie|Chemie,2,155611,0.0
1700-1800,Mineralogie|Geologie,2,155611,0.0
1700-1800,Mitgliederverzeichnis|Lyrik|Gelegenheitsschrift:Neujahr,2,155611,0.0
1700-1800,Musikbuch|Bücheranzeige,2,155611,0.0
1700-1800,Musikbuch|Lexikon|Satire,2,155611,0.0
1700-1800,Musiknoten,2,155611,0.0
1700-1800,Musiknoten|Subskribentenliste,2,155611,0.0
1700-1800,Ordensliteratur:Augustiner,2,155611,0.0
1700-1800,Ordensliteratur:Jesuiten|Erbauungsliteratur,2,155611,0.0
1700-1800,Ordensliteratur:Jesuiten|Gelegenheitsschrift,2,155611,0.0
1700-1800,Ordensliteratur:Jesuiten|Heiligenvita,2,155611,0.0
1700-1800,Ordensliteratur:Jesuiten|Streitschrift:theol.|Streitschrift:jur.,2,155611,0.0
1700-1800,Ordensliteratur:Kapuziner|Biographie,2,155611,0.0
1700-1800,Ordensliteratur:Theatiner|Heiligenvita,2,155611,0.0
1700-1800,Ordensliteratur|Gebetbuch,2,155611,0.0
1700-1800,Ordensliteratur|Traktat,2,155611,0.0
1700-1800,Panegyrikos|Lyrik,2,155611,0.0
1700-1800,Periodical,2,155611,0.0
1700-1800,Pflanzenbuch|Botanik,2,155611,0.0
1700-1800,Physik|Brief,2,155611,0.0
1700-1800,Physik|Schulbuch,2,155611,0.0
1700-1800,Physik|Traktat,2,155611,0.0
1700-1800,Physiognomie,2,155611,0.0
1700-1800,Praktik|Anekdote,2,155611,0.0
1700-1800,Predigtsammlung|Gelegenheitsschrift:Fest,2,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Neujahr,2,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Visitation,2,155611,0.0
1700-1800,Preisschrift|Gesellschaftsschrift,2,155611,0.0
1700-1800,Privileg|Amtsdruckschrift,2,155611,0.0
1700-1800,Prosa,2,155611,0.0
1700-1800,Pädagogik|Anstandsliteratur,2,155611,0.0
1700-1800,Pädagogik|Bücheranzeige,2,155611,0.0
1700-1800,Pädagogik|Ratgeber|Einführung,2,155611,0.0
1700-1800,Pädagogik|Richtlinie,2,155611,0.0
1700-1800,Pädagogik|Schulprogramm,2,155611,0.0
1700-1800,Pädagogik|Streitschrift,2,155611,0.0
1700-1800,Ratgeber|Anleitung,2,155611,0.0
1700-1800,Ratgeber|Arzneibuch,2,155611,0.0
1700-1800,Ratgeber|Jugendsachbuch,2,155611,0.0
1700-1800,Ratgeber|Landwirtschaft|Hausväterliteratur,2,155611,0.0
1700-1800,Ratgeber|Rhetorik,2,155611,0.0
1700-1800,Ratgeber|Schulbuch,2,155611,0.0
1700-1800,Rechenbuch|Einführung,2,155611,0.0
1700-1800,Rechenbuch|Handbuch,2,155611,0.0
1700-1800,Rede|Bücheranzeige,2,155611,0.0
1700-1800,Rede|Gebet,2,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Geburtstag|Gesellschaftsschrift,2,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Hochzeit,2,155611,0.0
1700-1800,Rede|Leichenpredigt,2,155611,0.0
1700-1800,Rede|Panegyrikos,2,155611,0.0
1700-1800,Rede|Ratgeber|Rhetorik,2,155611,0.0
1700-1800,Rede|Streitschrift,2,155611,0.0
1700-1800,Rede|Streitschrift:polit.,2,155611,0.0
1700-1800,Rede|Traktat,2,155611,0.0
1700-1800,Regelsammlung|Spiel,2,155611,0.0
1700-1800,Reisebericht|Bücheranzeige,2,155611,0.0
1700-1800,Reisebericht|Geographie,2,155611,0.0
1700-1800,Reisebericht|Roman,2,155611,0.0
1700-1800,Reiseführer|Topographie|Geographie,2,155611,0.0
1700-1800,Rezension|Streitschrift,2,155611,0.0
1700-1800,Rhetorik|Bücheranzeige,2,155611,0.0
1700-1800,Richtlinie|Pädagogik,2,155611,0.0
1700-1800,Roman|Epik,2,155611,0.0
1700-1800,Roman|Erbauungsliteratur,2,155611,0.0
1700-1800,Satire|Anzeige,2,155611,0.0
1700-1800,Satire|Epik,2,155611,0.0
1700-1800,Satire|Lied,2,155611,0.0
1700-1800,Satire|Streitschrift:theol.,2,155611,0.0
1700-1800,Schauspiel|Gelegenheitsschrift:Krönung,2,155611,0.0
1700-1800,Schauspiel|Libretto,2,155611,0.0
1700-1800,Schauspiel|Satire,2,155611,0.0
1700-1800,Schulbuch|Altertumskunde,2,155611,0.0
1700-1800,Schulbuch|Anthologie,2,155611,0.0
1700-1800,Schulbuch|Chronik,2,155611,0.0
1700-1800,Schulbuch|Sprachführer,2,155611,0.0
1700-1800,Schulbuch|Tabelle,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Amtsantritt|Gelegenheitsschrift:Einladung,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Jubiläum,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Rede,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Geburtstag|Gelegenheitsschrift:Einladung,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Abschied,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Jubiläum|Gelegenheitsschrift:Einladung|Chronik,2,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Tod,2,155611,0.0
1700-1800,Schulprogramm|Lyrik,2,155611,0.0
1700-1800,Schulprogramm|Pädagogik|Gelegenheitsschrift:Einladung|Traktat,2,155611,0.0
1700-1800,Schäferdichtung|Lyrik,2,155611,0.0
1700-1800,Seuchenschrift|Medizin,2,155611,0.0
1700-1800,Spiel|Lyrik,2,155611,0.0
1700-1800,Spiel|Lyrik|Tabelle,2,155611,0.0
1700-1800,Sprachführer|Wörterbuch,2,155611,0.0
1700-1800,Statistik|Amtsdruckschrift,2,155611,0.0
1700-1800,Streitschrift:jur.|Flugschrift,2,155611,0.0
1700-1800,Streitschrift:jur.|Streitschrift:polit.,2,155611,0.0
1700-1800,Streitschrift:polit.|Brief,2,155611,0.0
1700-1800,Streitschrift:polit.|Bücheranzeige,2,155611,0.0
1700-1800,Streitschrift:polit.|Streitschrift:theol.,2,155611,0.0
1700-1800,Streitschrift|Amtsdruckschrift,2,155611,0.0
1700-1800,Streitschrift|Brief,2,155611,0.0
1700-1800,Streitschrift|Frauenliteratur,2,155611,0.0
1700-1800,Streitschrift|Mathematik,2,155611,0.0
1700-1800,Streitschrift|Pädagogik,2,155611,0.0
1700-1800,Subskribentenliste|Biographie,2,155611,0.0
1700-1800,Subskribentenliste|Handbuch,2,155611,0.0
1700-1800,Subskriptionsanzeige|Einblattdruck,2,155611,0.0
1700-1800,Tabelle|Anleitung,2,155611,0.0
1700-1800,TheaterstückTheaterstück,2,155611,0.0
1700-1800,Theaterzettel,2,155611,0.0
1700-1800,Tiermedizin|Arzneibuch,2,155611,0.0
1700-1800,Tiermedizin|Landwirtschaft,2,155611,0.0
1700-1800,Topographie|Freimaurerliteratur,2,155611,0.0
1700-1800,Topographie|Genealogie,2,155611,0.0
1700-1800,Topographie|Geographie,2,155611,0.0
1700-1800,Topographie|Schulbuch,2,155611,0.0
1700-1800,Traktat|Biographie,2,155611,0.0
1700-1800,Traktat|Flugschrift,2,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift,2,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift:Einladung,2,155611,0.0
1700-1800,Traktat|Kommentar: theol.,2,155611,0.0
1700-1800,Traktat|Lyrik,2,155611,0.0
1700-1800,Traktat|Medizin|Physik|Alchemie,2,155611,0.0
1700-1800,Traktat|Ordensliteratur:Jesuiten,2,155611,0.0
1700-1800,Traktat|Rede,2,155611,0.0
1700-1800,Traktat|Rezension,2,155611,0.0
1700-1800,Traktat|Streitschrift:theol.|Biographie,2,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift,2,155611,0.0
1700-1800,Verkaufskatalog|Geldwesen,2,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Geldwesen,2,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Gynäkologie,2,155611,0.0
1700-1800,Verordnung|Bergbau,2,155611,0.0
1700-1800,Verordnung|Einblattdruck|Kriegskunde,2,155611,0.0
1700-1800,Verordnung|Gebet,2,155611,0.0
1700-1800,Verordnung|Geldwesen|Tabelle,2,155611,0.0
1700-1800,Verordnung|Gelegenheitsschrift:Fest,2,155611,0.0
1700-1800,Verordnung|Gelegenheitsschrift:Krönung,2,155611,0.0
1700-1800,Verordnung|Landwirtschaft|Einblattdruck,2,155611,0.0
1700-1800,Verordnung|Mitgliederverzeichnis,2,155611,0.0
1700-1800,Verordnung|Seuchenschrift,2,155611,0.0
1700-1800,Verordnung|Tabelle|Einblattdruck,2,155611,0.0
1700-1800,Verserzählung|Satire,2,155611,0.0
1700-1800,Vorlesungsverzeichnis|Traktat,2,155611,0.0
1700-1800,Wörterbuch|Grammatik|Sprachführer,2,155611,0.0
1700-1800,Wörterbuch|Judaicum,2,155611,0.0
1700-1800,Wörterbuch|Jugendsachbuch,2,155611,0.0
1700-1800,Zeitung,2,155611,0.0
1700-1800,Zoologie|Bücheranzeige,2,155611,0.0
1700-1800,Zoologie|Flugschrift,2,155611,0.0
1700-1800,Zoologie|Handbuch,2,155611,0.0
1700-1800,Zoologie|Ratgeber,2,155611,0.0
1700-1800,journal,2,155611,0.0
1700-1800,multivolume monograph|Quelle,2,155611,0.0
1700-1800,!096631538!Gelegenheitsschrift|Gelegenheitsschrift|Gebet,1,155611,0.0
1700-1800,Adressbuch|Reiseführer,1,155611,0.0
1700-1800,Agende|Gesangbuch,1,155611,0.0
1700-1800,Akademieschrift|Mechanik,1,155611,0.0
1700-1800,Akademieschrift|Mitgliederverzeichnis|Satzung,1,155611,0.0
1700-1800,Akademieschrift|Rede,1,155611,0.0
1700-1800,Akademieschrift|Vorlesung,1,155611,0.0
1700-1800,Alchemie|Anleitung,1,155611,0.0
