obj_id,title,dates,dc_type,silver_tier,era,ddb_link
RMCAIN7XBEU6WVDFHTHTOAYA2ZJQ7AI6,Der fünffte Beweis-Grund ...,1692,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/RMCAIN7XBEU6WVDFHTHTOAYA2ZJQ7AI6
5KPA3OZ2GY3LW24HA3J3QGD4TJ7QLI4X,Das dritte Lied. Jm Thon: Wenn mein Stündlein vorhanden ist.,1631,Lied|Beigefügtes oder enthaltenes Werk,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/5KPA3OZ2GY3LW24HA3J3QGD4TJ7QLI4X
KG27TSLPEIQHRWYHRU65B26IOLO5EF2W,"Als Die Seelge Himmels-Braut/ Die Edle und Tugendgläntzende Jungfer Dorothea Margaretha/ Des Wol-Edlen/ Vesten und Hochgelahrten Herrn Dieterich Butten/ weiland Sr. Churf. Durchl. zu Brandenburg hochbestallten Geheimten Krieges-Secretarii, Hinterlassene Jungfer Tochter/ Von Ihrem Hertzgeliebten Seelen-Bräutigam Jesu Christo/ Zu der himmlischen Hochzeit-Freude/ Von dieser schnöden Welt am 18. Febr. abgefordert ... setzten folgendes Am Tage des ... Leichbegängniß/ War der Sonntag Esto mihi, als der 2. Martii 1679. da der entseelete Cörper in der Kirchen zu St.Nicolai beygesetzet ward/ Der höchstbetrübten Groß-Frau-Mutter ... zu Trost Die Collegen am Gymnasio zu Berlin",1679,Gelegenheitsschrift:Tod|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/KG27TSLPEIQHRWYHRU65B26IOLO5EF2W
TFMNATRA4RUERRYNMSLFACBOUTF7QYQO,"Topographia Galliae, Oder Beschreibung vnd Contrafaitung der vornehmbsten, vnd bekantisten Oerter, in dem mächtigen, vnd grossen Königreich Franckreich. 13, Das Land Dauphiné, oder das Delphinat, Anhandlend und fürgestellt",1661,Band,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/TFMNATRA4RUERRYNMSLFACBOUTF7QYQO
MSHBPQ66YYOQ2SAIJBASLQC2QOK5OYE7,XXIV. Eine Röhren zu zurichten/ auß welcher Wasser und Wein/ auch in solcher menge/ als man verlanget/ fliesset.,1688,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/MSHBPQ66YYOQ2SAIJBASLQC2QOK5OYE7
5PT7IIAOSSL5O4WFIPVU2DUC5KNGR6HR,"Variorum discursuum Bohemicorum Nervus :Continuatio I ; Hussiten Glock ; Discurs, ob die Evangelischen böhm. Stände vertilgt werden können",1618,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/5PT7IIAOSSL5O4WFIPVU2DUC5KNGR6HR
4JG3CDACQXSXXEFIQEKEFG2O722D36P3,XIV. Lobt des Herren werten Nam' [mit hss. Notentext],1616,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/4JG3CDACQXSXXEFIQEKEFG2O722D36P3
SF4XWUICBSM4HA5HZ5XPKVVHMLLN6F4S,Iustus Electoralis Saxonicus Fasciculo Viventium Involutus :Fünff Christliche Klag und TrostPredigten/ uber den Tödtlichen hochbekümmerten Abschied/ des Weiland: Durchlauchtigsten ... Herrn Christiani deß Andern/ Hertzogen zu Sachsen/ ... des Heiligen Römischen Reichs Ertzmarschaln und Churfürsten/ ... Alß S. Churf. G. in der Schloßkirchen zu Dreßden nieder/ auch folgends zu Freibergk in der DomKirchen/ beygesetzt worden/ auß den vierten Capitel des Buchs der Weißheit/ und den fünff und zwantzigsten Capitel/ des ersten Buchs Samuelis/ gethan,1612,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/SF4XWUICBSM4HA5HZ5XPKVVHMLLN6F4S
XSYNKDHOUL4B4IEGDZWQIK7LPRGEFIN5,"Widerruff Das die Münch vnd Pfaffen im Hertzogthumb Bayern, wider das Zeugnuß jres Gewissens vnd die geoffenbarte Warheit Bäpstisch sein und bleiben wöllen :In wölchem gehandelt würt, von den fürnembsten und allen Menschen nötigsten Artickeln vnserer Christlichen Religion, Nämlich von vergebung der Sünden, vnd vergwissung vnser Seligkeit, allein durch den einigen verdienst Christi ; Wider D. Lautherium vnd Frater Johann Naß gestellet",1569,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/XSYNKDHOUL4B4IEGDZWQIK7LPRGEFIN5
ESPBBT6L5CKY4HDRUTCB4C3LP5YWX5N7,Confessio || oder Bekantnus des || Glaubens/ etlicher || Fürsten vnd Stedte/ Vberant=||wort Keiserlicher Maiestat/ auff || dem Reichstag/ gehalten || zu Augspurg/|| Anno 1530.|| Apologia der Confessio/|| mit vleis emendirt.|| ... ||[v.(Philip=||pus Melanthon.||)](aus dem Latin || verdeudschet/|| durch D.|| Justum Jonam.||),1540,Kommentar: theol.|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/ESPBBT6L5CKY4HDRUTCB4C3LP5YWX5N7
AAYNSBYQN6T3ZSBIVT6IO2J6BS53UTC5,"Vnser von Gotts gnaden Johans Friedrichen Hertzogen zu Sachssen vnd Churfürsten etc. Burggrauen zu Magdeburg Vnd Philipsen Landgrauen zu Hessen, Grauen zu CatzenElnbogen etc. Warhafftiger vnd bestendiger vnterricht der sachen darumb wir beide vns jnn kriegsrüstung zu schutz vnd beschirmung vnser Einungs vnd schutzverwandten Stedte nemlich Gosslar vnd Braunschweig widder Hertzog Heinrichs der sich den Jüngern von Braunschweig nennen thut thetliche vnd Landfriedbrüchige auch Römischer Keyserlicher vnd Königlicher Maiestaten vnser aller vnd gnedigsten herrn gescheffte gebot vnd beuehlich widderige handelungen vnvormeidelichen haben einlassen müssen ...",1542,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/AAYNSBYQN6T3ZSBIVT6IO2J6BS53UTC5
UOITQ5NGZ4WV6OMHU6K5LEVANIRJNG2B,Teutsche Musicalische Bücher.,1685,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/UOITQ5NGZ4WV6OMHU6K5LEVANIRJNG2B
ND4VZ7OSVVXK2XAZ2EFMVWL7X3OHQESK,"Die XXXII. Betrachtung, Von dem bußfertigen Schächer, der bekehrten Mörder",1693,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/ND4VZ7OSVVXK2XAZ2EFMVWL7X3OHQESK
OGLSP225XB2KNE6DNIRYZPGBC2GVAGMY,"Verzeichnuß Der Durchleuchtigisten, Hochgebornen Fürsten vnd Herren, Herren Hanß Georgen Churfürsten zu Sachsen, [et]c. und Johan Sigmundt Churfürsten zu Brandenburg, [et]c. ... Einzug, zu Naumburg auff die Churfürstl. versamblung, An. 1614.",1614,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/OGLSP225XB2KNE6DNIRYZPGBC2GVAGMY
UYNBPF266MMNFJ6VOAIWEK3A6IEAOIDN,Unterthänigster Glückwunsch/ Welchen Bey antretendem Neuen Jahr Der Durchläuchtigsten Fürstin und Frauen/ Frauen Sophia Charlotta/ Marggräffin und Chur-Fürstin zu Brandenburg/ gebohrenen Hertzogin zu Braunschweig und Lüneburg ... Meiner Allergnädigsten Chur-Fürstin und Frauen in tieffstem Gehorsam abgestattet,1695,Gelegenheitsschrift:Neujahr|Lyrik|Einblattdruck|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/UYNBPF266MMNFJ6VOAIWEK3A6IEAOIDN
477T7RASGRPLWCBKVBMJP2HQ3T5IPMXY,Die siebend Lection. Sicut in Adam &c.,1591,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/477T7RASGRPLWCBKVBMJP2HQ3T5IPMXY
L3JKQDERRA2TTO3YAQYDJI4SNYIN2JDD,11. Was ursach der Centner zum probirn auff 100. pfundt gerechnet ist.,1565,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/L3JKQDERRA2TTO3YAQYDJI4SNYIN2JDD
DSFMPM7P6LKPFSKO6UK53OUUSJUCRI3B,Der Siebend Grund. Sprüche der Schrifft von der Rechtfertigung.,1568,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/DSFMPM7P6LKPFSKO6UK53OUUSJUCRI3B
CEUDFVQZC5UHBAVBDJHSZRCDVVLTURH6,Gott trowet denen/ Die das Evangelium lang gehöret haben,1560,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/CEUDFVQZC5UHBAVBDJHSZRCDVVLTURH6
DVRFKGISON7GC3FVPYXDQO7IJQHGWUDJ,Wie der Tewrdanck auf dem Gemsen Zeid am durchlassen der wynndt erhub und überausz wolt geworffen haben des Er sich aber durch sein schicklichhait enthielt,1517,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/DVRFKGISON7GC3FVPYXDQO7IJQHGWUDJ
S4SOAA6RBKBPWWDZEWPMHBJ3SS64IAYC,Folgen schöne Sprüche der lieben Väter ...,1585,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/S4SOAA6RBKBPWWDZEWPMHBJ3SS64IAYC
YMVRH3NVBPNJP3JK2RPALP56DC4YAAJV,Zwantzigste Beweisung. Wieder Neunzehende Nachsinnung ...,1672,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/YMVRH3NVBPNJP3JK2RPALP56DC4YAAJV
STAMYWTVZOO3JZDIM2KYFRAMCVL55JV5,"Eyn huebsch Geystlich || Liedt, von den siben gezeyten || des Tags, Patris Sapi-||entia genandt.||",1560,Lied|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/STAMYWTVZOO3JZDIM2KYFRAMCVL55JV5
MMKC2JUYYKVQAGPEQRG5H6XGANJXQMZI,"Teutsche Staats-Geographie :Jn welcher Aller Europaeischen Potentaten und Republiqven Königreiche, Hertzog- und Fürstenthümer, Landschafften, Provintzen ... und erfolgten Veränderungen; Jngleichen Denen Namen der bißherigen Regenten ... vorgestellet werden",1687,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/MMKC2JUYYKVQAGPEQRG5H6XGANJXQMZI
MAHJBNAI76EGOTMRPG3OGMY5ZY4O66GE,O Der betrübten Stund! In der Ich tausend Trähnen ...,1650,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/MAHJBNAI76EGOTMRPG3OGMY5ZY4O66GE
TKB3BCDSR4PL7EJPXMQVFVJPY3UXKNYG,Ein ander Gesang. ||,1560,Lied|Beigefügtes oder enthaltenes Werk,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/TKB3BCDSR4PL7EJPXMQVFVJPY3UXKNYG
JZ5L45KXZEMFUNOC3E3JKSUBO3JPUZDH,Titul. XX. Von dem Beweiß einer Gewohnheit durch Advocaten.,1694,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/JZ5L45KXZEMFUNOC3E3JKSUBO3JPUZDH
RQCWXXTRA4PUJF4G775R4JHVBVVACNHV,Ein schœn new || Lied/ von dem Bruder || Conradt/ Geist=||lich.||,1560,Lied|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/RQCWXXTRA4PUJF4G775R4JHVBVVACNHV
H6YHP5TBNO5HYPI7XFUK7HNK7BCKRI3I,Ist nicht Ephraim mein thewrer Sohn,1623,Musik,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/H6YHP5TBNO5HYPI7XFUK7HNK7BCKRI3I
CHBDWSAAL6Y4YHXNAXVJ2QVPFX5RM5TH,Das 53. Capittel Jesaia,1690,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/CHBDWSAAL6Y4YHXNAXVJ2QVPFX5RM5TH
LXLDGQ2ASCWL65D4ENVDKTSPGBBE32U3,Fühnisches Interscenium Der Schwedischen Krieges Tragoedien : Geschrieben auß Utopia,1660,Satire|Flugschrift|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/LXLDGQ2ASCWL65D4ENVDKTSPGBBE32U3
6H7YAKW5L5M6ISJHH2RETBN4FKSMTKIR,"Ihre Churfürstliche Durchlauchtigkeit Die Churfürstin, An Seine Churfürstliche Durchlautigkeit, Uber Dero Geburts- und Ihren eigenen Namens-Tag, Das beyde auff einen Tag Den 6. Febr. allezeit einfallen ...",1688,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/6H7YAKW5L5M6ISJHH2RETBN4FKSMTKIR
SJPQLE47AU3ZMVMOC3FQVTLQGMKELL7W,Vom 3. Blat der grossen Welt dem Element des Lufft.,1688,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/SJPQLE47AU3ZMVMOC3FQVTLQGMKELL7W
6FAVZ4JHT6IHQ5KHHSK2SZA2RBRA7E4S,"Memorial Für die Hrrren Courtin und Barillon, Der Königlichen Majestät in Franckreich Ambassadeurs, und Plenipotentiarii, oder Gevollmächtigte zu den Friedens-Tractaten zu Cölln :Aus dem Niederländischen ins Teutsche übersetzet",1674,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/6FAVZ4JHT6IHQ5KHHSK2SZA2RBRA7E4S
UNPSZIA6RCXMGMF3Z5LA2PYW4FHRK53F,"Wahre Eigenschafften recht-Gottseeliger Menschen Von Dem Außerkohrnen unter den Kindern Israel/ dem Mann nach dem Hertzen Gottes/ David/ in dem LXIII. Psalm/ vs. 6. 7. 8. 9. gar eigendlich abgebildet : Bey ... Leich-Begängnuß Der ... Fr. Anna Agneß gebohrnen Haußbrandinn/ Des ... Herrn Johann Steinigern/ genand von Schönkirch ... Ministri und Residenten, Hertzliebsten Ehegenossen: Welche den 3. Martii ... entschlaffen/ und den 24. desselben ... in der hiesigen Königl. Hauptkirchen S. Petri ... beygesetzet worden",1664,Leichenpredigt|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/UNPSZIA6RCXMGMF3Z5LA2PYW4FHRK53F
DK4FOUUBQDVDI2KV27NCNHNHJZIFB3WW,Wunder-Spiel Gottes im Verstecken Und des Glaubens im Entdecken/ Aus Hiob. X. 13. Bey ansehnlicher Leich-Bestätigung Der ... Frauen Dorotheen Sophien/ gebohrner Fromholdin/ Seel. Herrn Heinrich Bergmans ... nachgelassener Fr. Wittib/ Als ihr verblichener Cörper am 6. Sept. ... in sein Ruh-Kämmerlein gebracht ward ...,1685,Leichenpredigt|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/DK4FOUUBQDVDI2KV27NCNHNHJZIFB3WW
OYZWNR7CKIPRKTFXAFPIYKMXQ5PRQNOA,Der Jesuwidder Procurator Johan Alber zu Ingolstad :Was derselbige guts herfür bringe von der newen Jesuwiddrischen sect ; Antworts weiß gestellet auff des selben Procurators Buch,1563,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/OYZWNR7CKIPRKTFXAFPIYKMXQ5PRQNOA
3PJAHDEEX7UGU6INW4FEN3CDOTNH7BAF,"Perversa ultimi seculi militia :oder Kriegs-Belial, Der Soldaten-Teuffel, Nach Gottes Wort und gemeinem Lauff der letzten Zeit beschrieben",1641,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/3PJAHDEEX7UGU6INW4FEN3CDOTNH7BAF
F5DBOYKJ7T4PPKGL72X22JQMXPU3VEOA,Das VII. Capitel. Von der Zeit/wann der Garten zuzurichten.,1679,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/F5DBOYKJ7T4PPKGL72X22JQMXPU3VEOA
R7JGFK5J7ZAWVXE4CRTZXSXAG4GLVC6M,Vom ersten Probstück,1607,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/R7JGFK5J7ZAWVXE4CRTZXSXAG4GLVC6M
5JWMPCMZ2WMQZIAZ3LTKHOWUGN33DY2Y,Von dem stand der kind=||lein so on die tauff vorscheyden [et]c.|| D.Eberhardus || Weydenszee.||,1525,Flugschrift|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/5JWMPCMZ2WMQZIAZ3LTKHOWUGN33DY2Y
YXCZIN22FJOK6MOTFNSNNIKKJQHKRONJ,Dem Edlen Gestrengen und Ehrnvesten N. N. meinem günstigen Herrn und Freunde.,1585,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/YXCZIN22FJOK6MOTFNSNNIKKJQHKRONJ
VHXRNWERZICG2AYDHWPZ3BSEXLK37BQB,"Die wunderlichst unerhörtest Legend und Beschreibung des Abgeführten, Quartirten, Gevierten vnd Viereckechten vierhörnigen Hütleins ... der Jesuiten :In Versen",1580,Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/VHXRNWERZICG2AYDHWPZ3BSEXLK37BQB
ALENXGP457JTONLPUSVTLLEVMFO4YAQJ,Der dritte Theil der Artickel des Glaubens. Von Gott dem H. Geist/ und unserer Heiligung.,1593,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/ALENXGP457JTONLPUSVTLLEVMFO4YAQJ
ZVVT5ZP3XMWOZYAN7YDHP75IKKC4GI2D,"[Nachtrag, Mitte 15. Jh.:] Tilemannus Ryke unde Hermannus Waltbach, dy ratismeistere, sint komen [...] eyn eigen in der Merkelynes strasze, genannt czu der wyntrubil, mit alleme rechten, als daz ire was.",1308,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/ZVVT5ZP3XMWOZYAN7YDHP75IKKC4GI2D
JE27MT3LWIW2UCCM5R42CYGSWVWW2WQX,Ander Teihl des Jugend-Spiegels.,1643,Abschnitt,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/JE27MT3LWIW2UCCM5R42CYGSWVWW2WQX
J6H4XPBHKFANLFIJAAYSRSPTW7MKBGDB,Verzeichnus der Herren Spital-Pflegere/ deß Neuen Spitals zum Heil. Geist allhier in Nürnberg/ in welchem Jahr ein jeder solche Pfleg angetretten,1680,Einblattdruck|Monografie,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/J6H4XPBHKFANLFIJAAYSRSPTW7MKBGDB
T27VPEETGBOLLJK2AVRISC6ODJ4CP6CQ,An den gutherzigen Leser,1621,Kapitel,0,pre-1700,https://www.deutsche-digitale-bibliothek.de/item/T27VPEETGBOLLJK2AVRISC6ODJ4CP6CQ
